6756;Southeast Nassau Guidance Center Inc;2146 Jackson Avenue;Seaford, NY 11783;(516) 221-3030;;;;;
6757;Elmira Psychiatric Center;Seneca Ontario Community Services;12 North Park Street;Seneca Falls, NY 13148;(315) 568-9412;Intake: (315) 568-9412x255;;;
6758;Lakeview Heights;2022 Balsley Road;Seneca Falls, NY 13148;(315) 568-2963x2311;Intake: (315) 789-0550x2132;;;;
6759;Elmira Psychiatric Center;Wayne Finger Lakes Day Trt/Shortsville;1506 State Route 21;Shortsville, NY 14548;(585) 289-9649;Intakes: (607) 795-2244 (607) 289-9649;;;
6760;Pederson Krag Center Inc;North;11 Route 111;Smithtown, NY 11787;(631) 920-8000;Intake: (866) 449-3692;;;
6761;New Horizon Counseling Center;Ozone Park Clinic;108-19 Rockaway Boulevard;South Ozone Park, NY 11420;(718) 845-2620;;;;
6762;Jawonio Inc;Jawonio PROS Tech Building;775 North Main Street;Spring Valley, NY 10977;(845) 708-2000x2300;Intake: (845) 708-2000x2246;;;
6763;Spectrum Human Services;Springville Human Services Center;27 Franklin Street;Springville, NY 14141;(716) 592-9301;Intake: (716) 828-0560;;;
6764;Jewish Board of Family/Childrens Servs;Morris L Black Comm Counseling Ctr;2795 Richmond Avenue;Staten Island, NY 10314;(718) 761-9800;Intake: (866) 663-2255;;;
6765;F17 F31 F35 F70 SP;Richmond Medical Ctr;DBA Richmond UMC/West Brighton;Clinic;690 Castleton Avenue;Staten Island, NY 10310;(718) 876-4040;Intake: (718) 818-6132;
6766;Richmond Medical Ctr/DBA Richmond;;;;;;;;
6767;SI/CDT Program;75 Vanderbilt Avenue;3rd Floor;Staten Island, NY 10304;(718) 818-5302;Intake: (718) 818-6132;;;
6768;Richmond University Medical Center;Bayley Seton Saint George Clinic;1130 South Avenue;Staten Island, NY 10314;(917) 613-2645;Intake: (718) 818-6132;;;
6769;Richmond University Medical Center;Behavioral Health;355 Bard Avenue;Staten Island, NY 10310;(718) 818-1351;Intake: (718) 818-6132;;;
6770;Harvey Tompkins Residence;1150 Castleton Avenue;Staten Island, NY 10310;(718) 876-2810;;;;;
6771;Saint Vincent Catholic Medical Center;Sister Mary Assisium Residence;382 Westervelt Avenue;Staten Island, NY 10301;(718) 876-1280;Intake: (718) 982-4740;;;
6772;South Beach Psychiatric Center;Oceanview Lodge Clinic;777 Seaview Avenue;Building 1, 2nd Floor;Staten Island, NY 10305;(718) 667-2536;;;
6773;F66 F70 F81 SP;;;;;;;;
6774;South Beach Psychiatric Center;South Richmond Outpatient Clinic;777 Seaview Avenue;Building 11;Staten Island, NY 10305;(718) 667-2855;;;
6775;Staten Island Mental Health Society;Day Treatment Program South Shore;6581 Hylan Boulevard, Building 12;South Richmond High School;Staten Island, NY 10309;(718) 442-2225x211;Intake: (718) 442-2225x7;;
6776;Staten Island Mental Hlth Society Inc;Family Support Program;444 Saint Marks Place;Staten Island, NY 10301;(718) 720-6727;Intake: (718) 442-2225;;;
6777;Staten Island Mental Hlth Society Inc;669 Castleton Avenue;Staten Island, NY 10301;(718) 442-2225x232;Intake: (718) 442-2225;;;;
6778;Staten Island University Hospital;(SIUH) Inpatient Psychiatry Unit;375 Seguine Avenue;2N2S;Staten Island, NY 10309;(718) 226-2000x2800;Intakes: (718) 226-2800 (718) 226-2473;;
6779;Staten Island University Hospital;(SIUH) North Site Outpatient MH Clinic;450 Seaview Avenue;2nd Floor;Staten Island, NY 10305;(718) 226-9000x8911;Intake: (718) 226-9000x8910;;
6780;Staten Island University Hospital;(SIUH) Partial Hospitalization Program;450 Seaview Avenue;Lower Level;Staten Island, NY 10305;(718) 226-9000x6552;Intake: (718) 226-9000x6559;;
6781;Staten Island University Hospital;(SIUH) South Site Clinic;392 Seguine Avenue;Lower Level;Staten Island, NY 10309;(718) 226-2274;Intakes: (718) 226-3840 (718) 226-3808;;
6782;VA NY Harbor Healthcare System;Staten Island Community Clinic;1150 South Avenue;Suite 301;Staten Island, NY 10314;(718) 761-2973;;;
6783;Mental Hlth Providers of Wn Queens Inc;Western Queens Consultation Center;4404 Queens Boulevard;2nd Floor;Sunnyside, NY 11104;(718) 706-1663;;;
6784;F25 F28 F31 F36 F42 F47 F81 SP;;;;;;;;
6785;MercyFirst;McKeown House;525 Convent Road;Syosset, NY 11791;(516) 921-0808x1830;;;;
6786;ARISE Child and Family Services Inc;Mental Health Clinic;635 James Street;Syracuse, NY 13203;(315) 671-2952;Intake: (315) 671-2955;;;
6787;Central New York Services Inc;Personalized Recovery Oriented Servs;375 West Onondaga Street;Suite 10;Syracuse, NY 13202;(315) 478-2030;;;
6788;Centre Syracuse LLC;3300 James Street;Suite 200;Syracuse, NY 13206;(315) 671-2202x2204;Intake: (315) 671-2202;;;
6789;Hutchings Psychiatric Center;CYS Outpatient Clinic;650 Madison Street;Syracuse, NY 13210;(315) 426-7741;;;;
6790;Hutchings Psychiatric Center;Psychiatric Inpatient Unit;620 Madison Street;Syracuse, NY 13210;(315) 426-3600;;;;
6791;F42 F66 F70 SP;Hutchings Psychiatric Center;Treatment Unit 5 TU5;670 Madison Street;Syracuse, NY 13202;(315) 426-3600;;;
6792;F30 F35 F42 F66 F70 SP;Hutchings Psychiatric Center;Treatment Unit 7 TU7/CYS;430 Irving Avenue;Syracuse, NY 13210;(315) 426-3600x7600;;;
6793;F70 SP;Hutchings Psychiatric Center;Treatment Unit 8 TU8;635 Madison Street;Syracuse, NY 13202;(315) 426-3600;;;
6794;F66 F70 SP;Hutchings Psychiatric Center;Washington Street Clinic;1330 East Washington Street;Syracuse, NY 13210;(315) 426-5950;;;
6795;Liberty Resources Inc;Brownell Center for Behavioral Health;1045 James Street;Syracuse, NY 13203;(315) 472-4471;Intake: (315) 472-4471x1372;;;
6796;Onondaga Case Management Services Inc;(OCMS) Behavioral Health Clinic;620 Erie Boulevard West;Suite 208;Syracuse, NY 13204;(315) 472-7363x400;;;
6797;Onondaga Case Management Services Inc;Home Based Crisis Intervention Program;620 Erie Boulevard West;Suite 302;Syracuse, NY 13204;(315) 472-7363x227;Intake: (315) 463-1100;;
6798;Onondaga Case Management Services Inc;Vocational Services;620 Erie Boulevard West;Suite 302;Syracuse, NY 13204;(315) 472-7363x214;;;
6799;Onondaga County Dept of Mental Health;618 Madison Street;Syracuse, NY 13210;(315) 435-7707;;;;;
6800;Syracuse Brick House Inc;(SBH) Behavioral Healthcare Outpatient;329 North Salina Street;Suite 101;Syracuse, NY 13203;(315) 373-0361;Intake: (315) 471-1564;;
6801;Syracuse VA;Behavioral Health Outpatient Clinic;800 Irving Avenue;116A;Syracuse, NY 13210;(315) 425-4400;;;
6802;University Hospital of SUNY;Inpatient Psychiatric Unit;750 East Adams Street;Syracuse, NY 13210;(315) 464-4223;;;;
6803;University Hospital of SUNY;Outpatient Psychiatric Clinic;713 Harrison Street;Syracuse, NY 13210;(315) 464-3100;;;;
6804;MHA of Westchester County;ACT Program;580 White Plains Road;Suite 510;Tarrytown, NY 10591;(914) 345-5900x7505;;;
6805;Phelps Hospital/Northwell Health;One South;701 North Broadway;1 South;Tarrytown, NY 10591;(914) 366-3513;;;
6806;Phelps Memorial Hospital Center;Phelps Counseling Services;755 North Broadway;Tarrytown, NY 10591;(914) 366-3600;;;;
6807;Phelps Memorial Hospital Center;Psychiatric Inpatient Unit;701 North Broadway;Unit 1 South;Tarrytown, NY 10591;(914) 366-3513;;;
6808;Horizon Health Services Inc;Boulevard Recovery Center;1370 Niagara Falls Boulevard;Tonawanda, NY 14150;(716) 833-3708;Intake: (716) 831-1800;;;
6809;Rensselaer County Mental Health Dept;Unified Services;1600 7th Avenue;Troy, NY 12180;(518) 270-2800;;;;
6810;Samaritan Hospital;Behavioral Health;2215 Burdett Avenue;Troy, NY 12180;(518) 271-3188;Intakes: (518) 271-3554 (518) 271-3472;;;
6811;F47 SP;;;;;;;;
6812;Cath Char RC Dio/Syr NY Inc Oneida;Noyes Street Community Residence;1408 Genesee Street;Utica, NY 13502;(315) 738-0847;Intakes: (315) 724-2158x260 (315) 724-;2158x239;;
6813;Faxton Saint Lukes Healthcare;Mohawk Valley Health System (MVHS);1656 Champlin Avenue;Utica, NY 13502;(315) 624-6000;;;;
6814;House of the Good Shepherd;Main Campus;1550 Champlin Avenue;Utica, NY 13502;(315) 235-7600;Intakes: (315) 235-7624 (315) 234-7653;;;
6815;Mohawk Valley Psychiatric Center;IP Services;1400 Noyes Street;Utica, NY 13502;(315) 738-3800;;;;
6816;Neighborhood Center Inc;Dr Rao Behavioral Health Clinic;628 Mary Street;Utica, NY 13501;(315) 272-2700;Intake: (315) 272-2723;;;
6817;Saint Elizabeth Medical Center;Psychiatric Inpatient Unit;2209 Genesee Street;Utica, NY 13501;(315) 801-8221;;;;
6818;Upstate Cerebral Palsy Inc;Community Health and Behav Services;1500 Genesee Street;Utica, NY 13502;(315) 735-1428x226;Intakes: (315) 735-9501x6982 (315) 337-;773;;
6819;Valatie Behavioral Health Center;1301 River Street;Valatie, NY 12184;(518) 828-9446;;;;;
6820;Saint Christophers/Jennie Clarkson;Child Care Services Inc;1700 Old Orchard Street;Valhalla, NY 10595;(914) 949-0665;Intake: (914) 693-3030;;;
6821;Franklin Hospital Medical Center;Behavioral Health;900 Franklin Avenue;Valley Stream, NY 11580;(516) 256-6640x6025;;;;
6822;Franklin Hospital Medical Center;Inpatient Psychiatric Unit;900 Franklin Avenue;2 North;Valley Stream, NY 11580;(516) 256-6000x6610;Intake: (516) 256-6000;;
6823;New Horizon Counseling Center Inc;Outpatient Mental Health Center;50 West Haltron Avenue;Valley Stream, NY 11580;(516) 569-6600x6260;Intake: (516) 569-6600x1341;;;
6824;F81 F95 SP;;;;;;;;
6825;Delaware County Community MH;Services;Family/Childrens Services;56 Shepard Street;Walton, NY 13856;(607) 832-5889;Intake: (607) 865-8255x10;;
6826;Delaware County Mental Health Dept;1 Hospital Road;Walton, NY 13856;(607) 832-5888;Intake: (607) 865-6522x10;;;;
6827;Madison County MH Department;Community Services Board;138 North Court Street;Wampsville, NY 13163;(315) 366-2327;;;;
6828;VA Hudson Valley Healthcare System/CP;Castle Point Campus;41 Castle Point;Wappingers Falls, NY 12590;(845) 831-2000;Intake: (845) 831-2000x5116;;;
6829;Allegany Rehabilitation Associates Inc;(ARA) Wyoming County MH Clinic;39 Duncan Street Extension;Warsaw, NY 14569;(585) 786-0190;;;;
6830;Wyoming County Community Hospital;Behavioral Health Unit;400 North Main Street;Warsaw, NY 14569;(585) 786-2233x4692;;;;
6831;Seneca County Community Csl Center;31 Thurber Drive;Waterloo, NY 13165;(315) 539-1980;;;;;
6832;Childrens Home of Jefferson County;Community Clinic of Jefferson County;167 Polk Street;3rd Floor, Suite 300;Watertown, NY 13601;(315) 782-7445;;;
6833;North Country Transitional Living;Servs Inc/North Country TLS HCBS;;;;;;;
6834;482 Black River Parkway;Watertown, NY 13601;(315) 782-1777;;;;;;
6835;Samaritan Medical Center;Samaritan Behavioral Health Services;1575 Washington Street;Watertown, NY 13601;(315) 779-5060;Intake: (315) 779-5050;;;
6836;Schuyler County Community Services;106 South Perry Street;Suite 4;Watkins Glen, NY 14891;(607) 535-8282;;;;
6837;Schuyler County Community Services;Schuyler County C and Y ICM;Mill Creek Center;106 South Perry Street, Suite 4;Watkins Glen, NY 14891;(607) 535-8282;;;
6838;Schuyler County Mental Health Services;Schuyler Cnty MH Servs/C Y SCM;Mill Creek Center;106 South Perry Street, Suite 4;Watkins Glen, NY 14891;(607) 535-8282;;;
6839;Tioga County Dept of Mental Hygiene;Mental Health Clinic;80 William Donnelly Parkway;Waverly, NY 14892;(607) 565-9594;Intake: (607) 565-2800;;;
6840;Hillside Childrens Center Hillside Day;Halpern Education Center Day Trt Prog;695 Bay Road;Webster, NY 14580;(585) 787-8000;Intake: (585) 256-7500;;;
6841;Allegany Rehabilitation Associates Inc;Personalized Recovery Oriented Service;4222 Bolivar Road;Wellsville, NY 14895;(585) 593-1655x113;Intake: (585) 593-1655;;;
6842;Allegany Rehabilitation Associates Inc;The Counseling Center;4220 State Route 417 West;Wellsville, NY 14895;(585) 593-6300;;;;
6843;Elmira Psychiatric Center;Wellsville Clinic Satellite;41 North Broad Street;Wellsville, NY 14895;(585) 593-3852;;;;
6844;Wellsville Community Based;Outpatient Clinic;3458 Riverside Drive;Route 19;Wellsville, NY 14895;(607) 664-4301;Intake: (607) 664-4300;;
6845;Federation of Organizations;Recovery Concepts at Babylon;11 Farmingdale Road;West Babylon, NY 11704;(631) 321-8229x2102;Intakes: (631) 669-5355x1270 (631) 669-;5355x1276;;
6846;Rockland Childrens Psychiatric Center;South Westchester Day Trt Program;1606 Old Orchard Street;C/O South Westchester Boces Building F;West Harrison, NY 10604;(914) 328-0793;;;
6847;Rockland Childrens Psychiatric Center;Rockland Intensive Day Treatment Prog;65 Parrot Road;C/O Boces, Building 2;West Nyack, NY 10994;(845) 623-0085;Intake: (845) 627-4821;;
6848;North Shore Child and Family;Guidance Center;999 Brush Hollow Road;Westbury, NY 11590;(516) 997-2926x229;Intake: (516) 626-1971x0;;;
6849;19 Greenridge Avenue;White Plains, NY 10605;(914) 949-7680x2206;Intake: (914) 965-3700;;;;;
6850;Bronx/James J Peters/VAMC;White Plains Community Clinic;23 South Broadway;White Plains, NY 10601;(718) 584-9000x1616;Intake: (914) 421-1951;;;
6851;MH Assoc of Westchester County;White Plains Clinic;300 Hamilton Avenue;Suite 201;White Plains, NY 10601;(914) 345-0700x7300;Intakes: (914) 345-5900x7350 (914) 345-;5900x7300;
6852;New York Presbyterian Hospital;Westchester Division Child Clinic;21 Bloomingdale Road;White Plains, NY 10605;(914) 682-9100;;;;
6853;Rockland Psychiatric Center;White Plains Clinic;79 East Post Road;White Plains, NY 10601;(914) 948-1192x328;Intake: (914) 948-1192;;;
6854;Sancia Wellness Inc;20 Church Street;White Plains, NY 10601;(914) 421-0400;;;;;
6855;White Plains Hospital;Department of Behavioral Health;41 East Post Road;White Plains, NY 10601;(914) 681-1078;;;;
6856;White Plains Hospital Center;Continuing Day Treatment;41 East Post Road;Winslow Hall Basement;White Plains, NY 10601;(914) 681-2225;;;
6857;South Shore Association/Independant;Living Inc/Woodmere Residence;145 Irving Place;Woodmere, NY 11598;(516) 569-4085;Intake: (516) 855-1800;;;
6858;Tempo Group Inc;112 Franklin Place;Woodmere, NY 11598;(516) 374-3671;;;;;
6859;Child Center of New York;Woodside Clinic;6714 41st Avenue;Woodside, NY 11377;(718) 458-4243x205;Intake: (718) 458-4243x200;;;
6860;Maryhaven Center of Hope Inc;Maryhaven PROS West;445 County Road 101;Yaphank, NY 11980;(631) 924-5900;Intakes: (631) 924-5900x117 (631) 924-;5900x104;;
6861;Andrus Childrens Center;1156 North Broadway;Yonkers, NY 10701;(914) 965-3700;Intake: (914) 965-3700x2220;;;;
6862;Andrus Childrens Center;Mental Health Division;35 Dock Street;Yonkers, NY 10701;(914) 965-1109x1085;Intake: (914) 965-3700x2220;;;
6863;Bronx/James J Peters/VAMC;Yonkers Community Clinic;124 New Main Street;Yonkers, NY 10701;(914) 375-8055;;;;
6864;Leake and Watts Services;463 Hawthorne Avenue;Yonkers, NY 10705;(914) 375-8700;Intake: (914) 375-8880;;;;
6865;Yonkers Clinic;20 South Broadway;Suite 1109;Yonkers, NY 10701;(914) 345-5900x7150;Intake: (914) 345-5900x7350;;;
6866;Rockland Childrens Psychiatric Center;Palisade Prep;201 Palisade Avenue;Yonkers, NY 10703;(914) 376-8177x4131;;;;
6867;Rockland Childrens Psychiatric Center;Yonkers Int Day Trt Vive Elem Sch;75 Riverdale Avenue;Yonkers, NY 10701;(914) 376-8278;;;;
6868;Rockland Psychiatric Center;2 Park Avenue;Yonkers, NY 10703;(914) 969-0543;;;;;
6869;Saint Josephs Medical Center;Inpatient Psychiatry/Behavioral Health;127 South Broadway;Yonkers, NY 10701;(914) 378-7624;;;;
6870;Saint Josephs Mental Health Clinic;107 South Broadway Street;Yonkers, NY 10701;(914) 378-7461;Intake: (914) 378-7626;;;;
6871;Port Human Services;Outpatient Services;144 Community College Road;Suite B;Ahoskie, NC 27910;(252) 209-8932;;;
6872;Port Human Services;Roanoke/Chowan;144 Community College Road;Suite C;Ahoskie, NC 27910;(252) 332-5086;;;
6873;Vidant Roanoke/Chowan Hospital;Behavioral Health;500 Academy Street South;Ahoskie, NC 27910;(252) 209-3000;Intakes: (252) 642-5755 (252) 209-3056x3;;;
6874;Carolina Healthcare Care System;Stanly Regional Medical Center;301 Yadkin Street;Albemarle, NC 28001;(980) 323-4492;Intakes: (704) 984-4000 (704) 984-4492;;;
6875;Daymark Recovery Services;Stanly Center;1000 North 1st Street;Suite 1;Albemarle, NC 28001;(704) 983-2117;;;
6876;Daymark Recovery Services;Randolph County Unit Asheboro;110 West Walker Avenue;Asheboro, NC 27203;(336) 633-7000;;;;
6877;Carolina Outreach LLC;Asheville;18 Regent Park Boulevard;Suite A;Asheville, NC 28806;(828) 505-1762;;;
6878;Mission Hospital;Copestone;428 Biltmore Avenue;Asheville, NC 28801;(828) 213-1111;;;;
6879;Neil Dobbins Center;277 Biltmore Avenue;Asheville, NC 28801;(828) 253-6306;;;;;
6880;Onass Place;All in One DayHab Treatment Facility;530 Merrimon Avenue;Unit E;Asheville, NC 28804;(828) 225-5115;Intakes: (828) 216-6576 (828) 775-1110;;
6881;RHA Health Services Inc;356 Biltmore Avenue;Suite 200;Asheville, NC 28801;(828) 254-2700;;;;
6882;Tender Loving Care Homes Inc;DBA NC Brookhaven Behavioral Health;2 Walden Ridge Drive;Suite 30;Asheville, NC 28803;(828) 676-1657;;;
6883;Julian F Keith Alc and Drug Abuse Ctr;201 Tabernacle Road;Black Mountain, NC 28711;(828) 257-6200;;;;;
6884;Meridian BH Services;69 North Broad Street;Brevard, NC 28712;(828) 883-2708;Intake: (828) 883-2870;;;;
6885;M and S Supervised Living LLC;7311 Friendship Church Road;Suite A;Browns Summit, NC 27214;(336) 740-2475;Intake: (336) 656-7809;;;
6886;Coastal Horizon Center Inc;803 South Walker Street;Burgaw, NC 28425;(866) 559-0668;Intake: (910) 259-0668;;;;
6887;Lillies Place;1804 Harris Drive;Burlington, NC 27217;(336) 222-9424;;;;;
6888;Psychotherapeutic Services Inc;2260 South Church Street;Suite 304;Burlington, NC 27215;(336) 513-4229;;;;
6889;Sunrise Pointe LLC;203 Overbrook Terrace;Burlington, NC 27217;(336) 226-8004;Intake: (336) 254-8798;;;;
6890;Turning Pointe;1409 Jackson Street;Burlington, NC 27217;(336) 291-3548;;;;;
6891;Central Regional Hospital;300 Veazey Road;Butner, NC 27509;(919) 764-7300;Intake: (919) 764-7400;;;;
6892;Lucy Daniels Ctr for Early Childhood;9003 Weston Parkway;Cary, NC 27513;(919) 677-1400;;;;;
6893;Facility Based Crisis Services;110 New Stateside Drive;Chapel Hill, NC 27516;(919) 942-2803x217;;;;;
6894;Freedom House Recovery Center;Family Counseling Center;118 New Stateside Drive;Chapel Hill, NC 27516;(919) 942-2803;;;;
6895;UNC Hospitals;Mental Health;110 Conner Drive;Suite 4;Chapel Hill, NC 27514;(919) 445-0770;;;
6896;Access Family Services;2633 West Boulevard;Charlotte, NC 28208;(704) 521-4977;Intake: (888) 773-3735;;;;
6897;Alexander Youth Network;Nisbet;6220 Thermal Road;Suite C;Charlotte, NC 28211;(704) 366-8712x1241;Intake: (704) 362-8470;;
6898;Brite Horizon;12219 Windy Wood Court;Charlotte, NC 28273;(704) 532-4770;;;;;
6899;Carolinas Creative Counseling PA;4415 Monroe Road;Suites 100;Charlotte, NC 28205;(704) 332-3634;;;;
6900;Fairstone Home;2744 Fairstone Avenue;Charlotte, NC 28269;(704) 910-4898;Intake: (704) 537-1022;;;;
6901;Family Preservation Services of NC;Charlotte Regional Office;2300 Sardis Road North;Suite M;Charlotte, NC 28227;(704) 344-0491;;;
6902;GIC of Charlotte;Clendon Court;3710 Clendon Court;Charlotte, NC 28216;(704) 393-8206;Intake: (980) 428-2660;;;
6903;Harris Home;4616 East W T Harris Boulevard;Charlotte, NC 28215;(704) 537-1022;Intakes: (704) 537-1022x114 (704) 537-;1022x103;;;
