,Name,City,State,Zip,Lat,Lon
5197,Spofford Home,Kansas City,MO,64137,38.935359999999996,-94.542668
5198,Synergy Services Inc,Kansas City,MO,64152,39.219074,-94.724733
5199,Tri County Mental Health Services,Kansas City,MO,64119,39.209967,-94.51466500000001
5200,Truman Medical Centers Inc,Kansas City,MO,64108,39.084895,-94.58646999999999
5201,Truman Medical Centers Inc,Kansas City,MO,64108,39.084895,-94.58646999999999
5202,Truman Medical Centers Inc,Kansas City,MO,64108,39.084895,-94.58646999999999
5203,Truman Medical Centers Inc,Kansas City,MO,64108,39.084895,-94.58646999999999
5204,Two Rivers Behavioral Health System,Kansas City,MO,64133,39.013884000000004,-94.45772
5205,FCC Behavioral Health,Kennett,MO,63857,36.224266,-90.04576
5206,Family Counseling Center Inc,Kennett,MO,63857,36.224266,-90.04576
5207,Twin Rivers Regional Medical Center,Kennett,MO,63857,36.224266,-90.04576
5208,Missouri Girls Town,Kingdom City,MO,65262,38.960143,-91.955313
5209,Mark Twain Behavioral Health,Kirksville,MO,63501,40.166289,-92.59121
5210,North Central MO Mental Health Center,Laredo,MO,64652,40.021508000000004,-93.418192
5211,Pathways Comm Behav Healthcare Inc,Lebanon,MO,65536,37.68769,-92.644458
5212,ReDiscover,Lees Summit,MO,64086,38.899171,-94.272385
5213,ReDiscover,Lees Summit,MO,64086,38.899171,-94.272385
5214,Pathways Comm Behav Healthcare Inc,Lexington,MO,64067,39.154284000000004,-93.83604100000001
5215,Burrell Behavioral Health,Marshall,MO,65340,39.088508000000004,-93.175937
5216,Fitzgibbon Hospital,Marshall,MO,65340,39.088508000000004,-93.175937
5217,Great Circle,Marshall,MO,65340,39.088508000000004,-93.175937
5218,Pathways Comm Behav Healthcare Inc,Marshall,MO,65340,39.088508000000004,-93.175937
5219,Burrell Behavioral Health,Marshfield,MO,65706,37.32282,-92.898635
5220,Saint Francis Hospital,Maryville,MO,64468,40.343552,-94.881028
5221,East Central Missouri Behavioral,Mexico,MO,65265,39.203373,-91.88537099999999
5222,North Central MO Mental Health Center,Milan,MO,63556,40.182984999999995,-93.12729
5223,Moberly Regional Medical Center,Moberly,MO,65270,39.413639,-92.39495
5224,Clark Community Mental Health Center,Monett,MO,65708,36.902894,-93.911536
5225,Ozark Center,Neosho,MO,64850,36.860533000000004,-94.401675
5226,Community Mental Health Consultants,Nevada,MO,64772,37.832567,-94.33469699999999
5227,Heartland Behavioral Health Services,Nevada,MO,64772,37.832567,-94.33469699999999
5228,Pathways Comm Behavioral Healthcare,Nevada,MO,64772,37.832567,-94.33469699999999
5229,Comprehensive Health Systems Inc,New London,MO,63459,39.579374,-91.369252
5230,Compass Health/DBA Crider Health Ctr,O Fallon,MO,63366,38.857442999999996,-90.725492
5231,Pathways Comm Behav Healthcare Inc,Odessa,MO,64076,38.983162,-93.94805600000001
5232,Pathways Comm Behav Healthcare Inc,Owensville,MO,65066,38.349483,-91.48484599999999
5233,PCMH Counseling Center,Perryville,MO,63775,37.711324,-89.87761400000001
5234,306 North 2nd Street,Piedmont,MO,63957,37.12298,-90.648266
5235,John J Pershing VAMC,Poplar Bluff,MO,63901,36.759059,-90.46005799999999
5236,Poplar Bluff Regional Medical Center,Poplar Bluff,MO,63901,36.759059,-90.46005799999999
5237,Pathways Comm Behav Healthcare Inc,Raymore,MO,64083,38.797393,-94.445534
5238,Pathways Comm Behav Healthcare Inc,Rolla,MO,65401,37.899825,-91.768905
5239,Phelps County Regional Medical Center,Rolla,MO,65401,37.899825,-91.768905
5240,Centerpointe Hospital,Saint Charles,MO,63304,38.703508,-90.66752199999999
5241,Compass Health,Saint Charles,MO,63301,38.858035,-90.463316
5242,SSM Saint Joseph Health Center,Saint Charles,MO,63301,38.858035,-90.463316
5243,Great Circle,Saint James,MO,65559,38.024924,-91.61001800000001
5244,Family Guidance Center,Saint Joseph,MO,64506,39.789915,-94.803312
5245,Mosaic Life Care,Saint Joseph,MO,64506,39.789915,-94.803312
5246,Adapt of Missouri Inc,Saint Louis,MO,63139,38.610412,-90.291723
5247,Amanda Luckett Murphy Hopewell,Saint Louis,MO,63104,38.611126,-90.214086
5248,Annie Malone Children/Family Servs Ctr,Saint Louis,MO,63112,38.658933000000005,-90.28267
5249,Hopewell Center,Saint Louis,MO,63112,38.658933000000005,-90.28267
5250,BJC Behavioral Health,Saint Louis,MO,63103,38.629712,-90.216863
5251,Provident Inc,Saint Louis,MO,63103,38.629712,-90.216863
5252,BJC Behavioral Health,Saint Louis,MO,63122,38.58119,-90.41798100000001
5253,Barnes Jewish Hospital,Saint Louis,MO,63110,38.625794,-90.266998
5254,Barnes/Jewish Hospital,Saint Louis,MO,63110,38.625794,-90.266998
5255,Bi Lingual International,Saint Louis,MO,63110,38.625794,-90.266998
5256,Saint Louis Behav Medicine Institute,Saint Louis,MO,63110,38.625794,-90.266998
5257,Saint Louis University Hospital,Saint Louis,MO,63110,38.625794,-90.266998
5258,CB Programs,Saint Louis,MO,63124,38.638103,-90.380268
5259,Catholic Family Services,Saint Louis,MO,63126,38.549656,-90.378592
5260,Centerpointe Hospital,Saint Louis,MO,63141,38.658285,-90.45819499999999
5261,Centrec Care,Saint Louis,MO,63141,38.658285,-90.45819499999999
5262,Mercy Edgewood Program,Saint Louis,MO,63141,38.658285,-90.45819499999999
5263,Mercy Hospital Saint Louis,Saint Louis,MO,63141,38.658285,-90.45819499999999
5264,Provident,Saint Louis,MO,63141,38.658285,-90.45819499999999
5265,Centerpointe Hospital,Saint Louis,MO,63128,38.492059999999995,-90.3863
5266,Hyland Behavioral Health System,Saint Louis,MO,63128,38.492059999999995,-90.3863
5267,Saint Anthonys Medical Center,Saint Louis,MO,63128,38.492059999999995,-90.3863
5268,Childrens Home Society,Saint Louis,MO,63132,38.676026,-90.377994
5269,Lutheran Family and Childrens Services,Saint Louis,MO,63132,38.676026,-90.377994
5270,F30 F43 F70 SP,Saint Louis,MO,63132,38.676026,-90.377994
5271,Christian Hospital,Saint Louis,MO,63136,38.743303999999995,-90.259776
5272,Epworth Children and Family Services,Saint Louis,MO,63119,38.588449,-90.351341
5273,Great Circle,Saint Louis,MO,63119,38.588449,-90.351341
5274,6816 Washington Avenue,Saint Louis,MO,63130,38.665065999999996,-90.325307
5275,Every Childs Hope,Saint Louis,MO,63114,38.702256,-90.363674
5276,Hawthorn Childrens Psychiatric Hosp,Saint Louis,MO,63133,38.680917,-90.305996
5277,Independence Center,Saint Louis,MO,63108,38.644803,-90.253417
5278,Independence Center,Saint Louis,MO,63108,38.644803,-90.253417
5279,Places for People Inc,Saint Louis,MO,63108,38.644803,-90.253417
5280,Provident,Saint Louis,MO,63123,38.547432,-90.328109
5281,Provident Inc,Saint Louis,MO,63135,38.749681,-90.29871800000001
5282,SSM Saint Marys Health Center,Saint Louis,MO,63117,38.630765000000004,-90.33085200000001
5283,Saint Alexius Hospital,Saint Louis,MO,63118,38.59244,-90.226241
5284,F10 SP,Saint Louis,MO,63121,38.707192,-90.30133199999999
5285,Alternative Behavioral Care,Saint Peters,MO,63376,38.798916,-90.606645
5286,Pathways Comm Behav Healthcare Inc,Salem,MO,65560,37.596621,-91.503902
5287,Pathways CBH Inc,Sedalia,MO,65301,38.69822,-93.226582
5288,Bootheel Counseling Services,Sikeston,MO,63801,36.904912,-89.618414
5289,Missouri Delta Medical Center,Sikeston,MO,63801,36.904912,-89.618414
5290,New Vision Counseling,Sikeston,MO,63801,36.904912,-89.618414
5291,Saint Lukes Northland Hospital,Smithville,MO,64089,39.393886,-94.5609
5292,Burrell Behavioral Health,Springfield,MO,65807,37.167533,-93.324773
5293,CoxHealth,Springfield,MO,65802,37.20745,-93.354612
5294,Great Circle,Springfield,MO,65806,37.205585,-93.299157
5295,Lakeland Behavioral Health System,Springfield,MO,65806,37.205585,-93.299157
5296,LFCS Southwest,Springfield,MO,65803,37.283189,-93.28982099999999
5297,Mercy Springfield,Springfield,MO,65804,37.150498,-93.251921
5298,Missouri Baptist Hospital,Sullivan,MO,63080,38.192428,-91.075962
5299,North Central MO Mental Health Center,Trenton,MO,64683,40.078432,-93.60105
5300,Catholic Family Services,Union,MO,63084,38.4219,-91.019289
5301,Crider Health Center,Union,MO,63084,38.4219,-91.019289
5302,Pathways CBH Inc,Warrensburg,MO,64093,38.792472,-93.730884
5303,Pathways CBH Inc,Warrensburg,MO,64093,38.792472,-93.730884
5304,Pathways Comm Behav Healthcare Inc,Warrensburg,MO,64093,38.792472,-93.730884
5305,Pathways CBH Inc,Warsaw,MO,65355,38.219530999999996,-93.366959
5306,Centerpointe Hospital PHP/IOP,Washington,MO,63090,38.535267,-91.04883199999999
5307,Pathways Comm Behav Healthcare Inc,Waynesville,MO,65583,37.828481,-92.257638
5308,Piney Ridge Center,Waynesville,MO,65583,37.828481,-92.257638
5309,Compass Health,Wentzville,MO,63385,38.796985,-90.85724499999999
5310,SSM Saint Joseph Health Center,Wentzville,MO,63385,38.796985,-90.85724499999999
5311,Behavioral Health Group West Plains,West Plains,MO,65775,36.700074,-91.858053
5312,Ozarks Medical Center,West Plains,MO,65775,36.700074,-91.858053
5313,Royal Oaks Hospital,Windsor,MO,65360,38.516411,-93.517553
5314,Western MT Mental Health/Tri County,Anaconda,MT,59711,46.094962,-113.140153
5315,Eastern Montana Community MH Center,Baker,MT,59313,46.309664,-104.244522
5316,Big Timber Mental Health Center Office,Big Timber,MT,59011,45.924721000000005,-109.948625
5317,Community Crisis Center,Billings,MT,59101,45.613054,-108.390305
5318,New Day Ranch Inc,Billings,MT,59101,45.613054,-108.390305
5319,New Day Ranch Inc,Billings,MT,59101,45.613054,-108.390305
5320,New Day Ranch Inc,Billings,MT,59101,45.613054,-108.390305
5321,Saint Vincent Physician Network,Billings,MT,59101,45.613054,-108.390305
5322,South Central Montana Regional,Billings,MT,59101,45.613054,-108.390305
5323,Yellowstone Boys and Girls Ranch,Billings,MT,59101,45.613054,-108.390305
5324,Consumer Direct Care Network,Billings,MT,59102,45.775641,-108.58020900000001
5325,Yellowstone Boys and Girls Ranch,Billings,MT,59106,45.812886,-108.70577
5326,Eastern Montana CMHC,Broadus,MT,59317,45.356745000000004,-105.48836399999999
5327,AWARE Inc,Butte,MT,59701,46.035043,-112.47572
5328,Acadia Montana,Butte,MT,59701,46.035043,-112.47572
5329,Western Montana Mental Health Center,Butte,MT,59701,46.035043,-112.47572
5330,Western Montana Mental Health Center,Butte,MT,59701,46.035043,-112.47572
5331,Western Montana Mental Health Center,Butte,MT,59701,46.035043,-112.47572
5332,Western Montana Mental Health Center,Butte,MT,59701,46.035043,-112.47572
5333,Center for Mental Health,Choteau,MT,59422,47.813941,-112.47381299999999
5334,Columbus Mental Health Center,Columbus,MT,59019,45.651783,-109.21753100000001
5335,Center for Mental Health,Conrad,MT,59425,48.187163,-111.898576
5336,Western Montana Mental Health Center,Dillon,MT,59725,45.098017,-112.821472
5337,Sunburst Mental Health Services,Eureka,MT,59917,48.934673,-114.876678
5338,Eastern Montana CMHC,Forsyth,MT,59327,46.236771999999995,-106.68223300000001
5339,Eastern Montana CMHC,Glasgow,MT,59230,48.130990000000004,-106.800334
5340,Eastern Montana CMHC,Glendive,MT,59330,47.098693,-104.74878100000001
5341,Benefis Hospitals Inc,Great Falls,MT,59405,47.319261,-111.298533
5342,Full Circle Counseling Solutions,Great Falls,MT,59404,47.631766,-111.32887
5343,Riverfront Mental Health Center,Hamilton,MT,59840,46.185491999999996,-114.19365900000001
5344,Western Montana Mental Health Center,Hamilton,MT,59840,46.185491999999996,-114.19365900000001
5345,Center for Mental Health,Havre,MT,59501,48.689862,-109.78113
5346,Center for Mental Health,Havre,MT,59501,48.689862,-109.78113
5347,Center for Mental Health,Helena,MT,59601,46.530509,-112.199726
5348,Florence Crittenton,Helena,MT,59601,46.530509,-112.199726
5349,Intermountain,Helena,MT,59601,46.530509,-112.199726
5350,Saint Peters Hospital,Helena,MT,59601,46.530509,-112.199726
5351,Shodair Childrens Hospital,Helena,MT,59601,46.530509,-112.199726
5352,Western Montana Mental Health Center,Helena,MT,59601,46.530509,-112.199726
5353,Intermountain,Helena,MT,59602,46.739365,-111.905529
5354,Clearview Horizon Inc,Heron,MT,59844,48.058227,-115.974258
5355,Eastern Montana CMHC,Jordan,MT,59337,47.384253,-106.79841
5356,Kalispell Regional Behavioral Health,Kalispell,MT,59901,48.229649,-114.385053
5357,Sunburst Mental Health Services,Kalispell,MT,59901,48.229649,-114.385053
5358,Western Montana Mental Health Center,Kalispell,MT,59901,48.229649,-114.385053
5359,Western Montana Mental Health Center,Kalispell,MT,59901,48.229649,-114.385053
5360,Western Montana Mental Health Center,Kalispell,MT,59901,48.229649,-114.385053
5361,Kalispell Regional Healthcare,Lakeside,MT,59922,47.998206,-114.198521
5362,South Central Montana Regional MHC,Lewistown,MT,59457,47.139984999999996,-109.31071399999999
5363,Sunburst Mental Health Services,Libby,MT,59923,48.225916999999995,-115.391814
5364,Eastern Montana Community MH Center,Malta,MT,59538,48.112019000000004,-107.84552
5365,Eastern Montana CMHC,Miles City,MT,59301,46.293337,-105.759498
5366,3 Rivers Mental Health Solutions,Missoula,MT,59801,46.856398,-114.014338
5367,AWARE Inc,Missoula,MT,59801,46.856398,-114.014338
5368,Western Montana Mental Health Center,Missoula,MT,59801,46.856398,-114.014338
5369,Western Montana Mental Health Center,Missoula,MT,59801,46.856398,-114.014338
5370,Western Montana Mental Health Center,Missoula,MT,59801,46.856398,-114.014338
5371,Full Circle Counseling Solutions,Missoula,MT,59808,46.971063,-114.11121200000001
5372,Winds of Change,Missoula,MT,59808,46.971063,-114.11121200000001
5373,Providence Saint Patrick Hospital,Missoula,MT,59802,46.903957,-113.91926699999999
5374,Eastern Montana CMHC,Plentywood,MT,59254,48.752325,-104.638786
5375,Sunburst Mental Health Services,Polson,MT,59860,47.706523,-114.17282
5376,Western Montana Mental Health Center,Polson,MT,59860,47.706523,-114.17282
5377,South Central Montana MH Center,Red Lodge,MT,59068,45.119295,-109.44600200000001
5378,Western Montana Mental Health Center,Ronan,MT,59864,47.529251,-114.109302
5379,Roundup Satellite Mental Health Center,Roundup,MT,59072,46.470690000000005,-108.54590300000001
5380,Sunburst Mental Health Services,Saint Ignatius,MT,59865,47.330512,-114.010198
5381,Eastern Montana CMHC,Sidney,MT,59270,47.609455,-104.086128
5382,Full Circle Counseling Solutions,Stevensville,MT,59870,46.516308,-114.06345
5383,Eastern Montana CMHC,Wolf Point,MT,59201,48.172933,-105.699503
5384,Heartland Counseling Services,Ainsworth,NE,69210,42.359562,-99.92392
5385,Panhandle Health Group,Alliance,NE,69301,42.122965,-102.88128
5386,Blue Valley Behavioral Health,Auburn,NE,68305,40.370253000000005,-95.864948
5387,Blue Valley Behavioral Health,Beatrice,NE,68310,40.249821000000004,-96.74949000000001
5388,CHI Health Psychiatric Associates,Bellevue,NE,68123,41.101821,-95.943504
5389,Lutheran Family Services of Nebraska,Bellevue,NE,68123,41.101821,-95.943504
5390,Lutheran Family Services RSAFE Program,Bellevue,NE,68005,41.142686,-95.892969
5391,One World Community Health Center,Bellevue,NE,68005,41.142686,-95.892969
5392,Telecare Corporation,Bellevue,NE,68005,41.142686,-95.892969
5393,VA Nebraska/Western Iowa HCS,Bellevue,NE,68005,41.142686,-95.892969
5394,Lutheran Family Services of Nebraska,Blair,NE,68008,41.546834000000004,-96.162598
5395,Boys Town Center for Behavioral Health,Boys Town,NE,68010,41.255102,-96.132638
5396,Cross Roads Resources,Chadron,NE,69337,42.827175,-103.012899
5397,Columbus BHC,Columbus,NE,68601,41.454231,-97.39816400000001
5398,Meadows Behavioral Health Inc,Columbus,NE,68601,41.454231,-97.39816400000001
5399,Rainbow Center Inc,Columbus,NE,68601,41.454231,-97.39816400000001
5400,Blue Valley Behavioral Health,Crete,NE,68333,40.622345,-96.949349
5401,Blue Valley Behavioral Health,David City,NE,68632,41.245896,-97.131613
5402,Blue Valley Behavioral Health,Fairbury,NE,68352,40.142403,-97.229238
5403,Blue Valley Behavioral Health,Falls City,NE,68355,40.109001,-95.567883
5404,Community Alliance,Fremont,NE,68025,41.437235,-96.48788
5405,Fremont Health,Fremont,NE,68025,41.437235,-96.48788
5406,Lutheran Family Services of Nebraska,Fremont,NE,68025,41.437235,-96.48788
5407,Lutheran Family Services of Nebraska,Fremont,NE,68025,41.437235,-96.48788
5408,Riggins and Assoc Counseling Servs,Fremont,NE,68025,41.437235,-96.48788
5409,Lutheran Family Services of Nebraska,Grand Island,NE,68803,40.956077,-98.414575
5410,VA Nebraska/Western Iowa HCS,Grand Island,NE,68803,40.956077,-98.414575
5411,Mary Lanning Healthcare,Hastings,NE,68901,40.591609999999996,-98.37272800000001
5412,Mary Lanning Healthcare,Hastings,NE,68901,40.591609999999996,-98.37272800000001
5413,South Central Behavioral Servs Inc,Hastings,NE,68901,40.591609999999996,-98.37272800000001
5414,South Central Behavioral Servs Inc,Holdrege,NE,68949,40.427061,-99.38895
5415,South Central Behavioral Servs Inc,Holdrege,NE,68949,40.427061,-99.38895
5416,VA Nebraska Western Iowa HCS,Holdrege,NE,68949,40.427061,-99.38895
5417,Michael Burke and Associates,Kearney,NE,68847,40.76003,-99.017084
5418,South Central Behavioral Services Inc,Kearney,NE,68847,40.76003,-99.017084
5419,South Central Behavioral Services Inc,Kearney,NE,68847,40.76003,-99.017084
5420,Richard Young Behavioral Health,Kearney,NE,68845,40.721039000000005,-99.164684
5421,Heartland Counseling and Consulting,Lexington,NE,68850,40.826405,-99.739779
5422,Lutheran Family Services of Nebraska,Lexington,NE,68850,40.826405,-99.739779
5423,Behavioral Health Resources LLC,Lincoln,NE,68510,40.806237,-96.635703
5424,First Step Recovery Center Inc,Lincoln,NE,68510,40.806237,-96.635703
5425,F30 F92 SP,Lincoln,NE,68510,40.806237,-96.635703
5426,Lutheran Family Services,Lincoln,NE,68510,40.806237,-96.635703
5427,MidPointe Day Rehabilitation,Lincoln,NE,68510,40.806237,-96.635703
5428,VA Nebraska/Western Iowa HCS,Lincoln,NE,68510,40.806237,-96.635703
5429,Bryan Medical Center West,Lincoln,NE,68502,40.78581,-96.698002
5430,F92 SP,Lincoln,NE,68502,40.78581,-96.698002
5431,CenterPointe Inc,Lincoln,NE,68503,40.824553,-96.67404
5432,CenterPointe Inc,Lincoln,NE,68508,40.818272,-96.703937
5433,Family Service,Lincoln,NE,68508,40.818272,-96.703937
5434,Lincoln Regional Center,Lincoln,NE,68522,40.787163,-96.764222
5435,Madonna Rehabilitation Hospital,Lincoln,NE,68506,40.779641,-96.639634
5436,Nebraska Mental Health Centers,Lincoln,NE,68526,40.729972,-96.58206700000001
5437,Whitehall Program,Lincoln,NE,68507,40.858885,-96.614848
5438,Omaha Tribe of Nebraska,Macy,NE,68039,42.118235,-96.346314
5439,Region II Human Services,McCook,NE,69001,40.246709,-100.64394200000001
5440,Blue Valley Behavioral Health,Nebraska City,NE,68410,40.635791,-95.883799
5441,Behavioral Health Specialists Inc,Norfolk,NE,68701,42.019825,-97.44255600000001
